row_index,document_id,chunk_id,status,previous_embedding_input_sha256,embedding_input_sha256,previous_vector_sha256,vector_sha256,vector_bytes_identical
0,doc_6a87f96c90352834c9c9ee68,chunk_25320f1325ea6fe335fe4acf,reused,a4376bf78954720b498f138748d289203cf38452fc11e567b9dc4a1b57595852,a4376bf78954720b498f138748d289203cf38452fc11e567b9dc4a1b57595852,9ac6c6975fd18f34a14e5a8c5c416102172a086acba9ee55230e1cdeb990caa2,9ac6c6975fd18f34a14e5a8c5c416102172a086acba9ee55230e1cdeb990caa2,true
1,doc_60a7549b0fc0fbbd8285e0c5,chunk_b0ade9174339f63bbdbf8578,reused,1f1c2f0885be8b4ffe9a480c446f3b8bf6ee14690af2e10413cc8a8157f02a91,1f1c2f0885be8b4ffe9a480c446f3b8bf6ee14690af2e10413cc8a8157f02a91,c1db8befa8a576a47d22156dbe251e0b7dc1a3316a2bb7e373e6afd01f239774,c1db8befa8a576a47d22156dbe251e0b7dc1a3316a2bb7e373e6afd01f239774,true
2,doc_60a7549b0fc0fbbd8285e0c5,chunk_d017de9f816a27f5aac2bb58,reused,c2bc3053f06990d29a528ce3b96e75ca8dd4ec98ebe7b656188dda4c470684c7,c2bc3053f06990d29a528ce3b96e75ca8dd4ec98ebe7b656188dda4c470684c7,211ed86f8771b09c759584f7bc889ad73bed2649c53b9bb7e28462fd59b9fef5,211ed86f8771b09c759584f7bc889ad73bed2649c53b9bb7e28462fd59b9fef5,true
3,doc_60a7549b0fc0fbbd8285e0c5,chunk_75062a8913d7f987493850f2,reused,6c7f82c58fd52d7c488f98d1c137e9d07244c9a9eec510779bf9a3fbabdff13f,6c7f82c58fd52d7c488f98d1c137e9d07244c9a9eec510779bf9a3fbabdff13f,743f1747708d6ff350c774b593522f1f50c72ef7feb805ff4996bd27ee15e7f7,743f1747708d6ff350c774b593522f1f50c72ef7feb805ff4996bd27ee15e7f7,true
4,doc_60a7549b0fc0fbbd8285e0c5,chunk_001452faa0a9e61dd51b965d,reused,2f64b122adb9a02a426ed78b2a80dc07ae5cc13a0cc780bda0a00a1b48989321,2f64b122adb9a02a426ed78b2a80dc07ae5cc13a0cc780bda0a00a1b48989321,153613a5dcb4f8c274a8ff2fff483867fbc2e2428ea2e5fde141aae3de3a495a,153613a5dcb4f8c274a8ff2fff483867fbc2e2428ea2e5fde141aae3de3a495a,true
5,doc_60a7549b0fc0fbbd8285e0c5,chunk_4d1b230f44fa73d5e7447f96,reused,3d4998d2f30885bf972d8129cc20689e578ffc3394d3bab2c01d0375baf6fde4,3d4998d2f30885bf972d8129cc20689e578ffc3394d3bab2c01d0375baf6fde4,674fc64731ea0520974d59ded926ba7162ef9b57c9c204f9003285b0a9df4a5a,674fc64731ea0520974d59ded926ba7162ef9b57c9c204f9003285b0a9df4a5a,true
6,doc_60a7549b0fc0fbbd8285e0c5,chunk_7dfa1b180c0e1e40eff12768,reused,533397702e44fba212d0c3b6a03f6da38684e9c2ba91283998cf91ee090eb73c,533397702e44fba212d0c3b6a03f6da38684e9c2ba91283998cf91ee090eb73c,d121090982a503baa63dc1c909dc483c32b935793ae04d2283fdf3bac66047b8,d121090982a503baa63dc1c909dc483c32b935793ae04d2283fdf3bac66047b8,true
7,doc_60a7549b0fc0fbbd8285e0c5,chunk_622a8a60edd861b711559b51,reused,ea0d6c973355e5dfe9bd1ee6c44590970bedbfcb0fed5077d0128534c48872f5,ea0d6c973355e5dfe9bd1ee6c44590970bedbfcb0fed5077d0128534c48872f5,a4ce10d06f8596c33597f8a59751045af8acf74721f1919496bc741194fde902,a4ce10d06f8596c33597f8a59751045af8acf74721f1919496bc741194fde902,true
8,doc_60a7549b0fc0fbbd8285e0c5,chunk_808061ebe91cf03c67b006f7,reused,20e3d9f9a38d57d369de07fcc8204ad80e31ed7ce082e263567af4aa804701b1,20e3d9f9a38d57d369de07fcc8204ad80e31ed7ce082e263567af4aa804701b1,c27755747982198a400fea4cb81729451f1d8311d641ca6447be58c6475ed950,c27755747982198a400fea4cb81729451f1d8311d641ca6447be58c6475ed950,true
9,doc_60a7549b0fc0fbbd8285e0c5,chunk_4ad338bc8c52d29fc9c9f087,reused,3a2822b134a14c664f0a5c30c37d6b95702c0811b21d2c298a3423171a52f936,3a2822b134a14c664f0a5c30c37d6b95702c0811b21d2c298a3423171a52f936,1674e23c27cdc04358c59fe5434f90d70457f082d8b5c5f18f9d54d411c2e983,1674e23c27cdc04358c59fe5434f90d70457f082d8b5c5f18f9d54d411c2e983,true
10,doc_60a7549b0fc0fbbd8285e0c5,chunk_b7acd43e7c429ac11fcbb636,reused,fbdc3452886d18afc09c7ae7c2dfb0a08db287a2973b7b1cfc04efc1d50cfe2e,fbdc3452886d18afc09c7ae7c2dfb0a08db287a2973b7b1cfc04efc1d50cfe2e,fb41ca60b4c3a342dac4f7c3f33ac78825c85fd1e58f1386d0e95ec30e5cd518,fb41ca60b4c3a342dac4f7c3f33ac78825c85fd1e58f1386d0e95ec30e5cd518,true
11,doc_60a7549b0fc0fbbd8285e0c5,chunk_986fed417db6086ce50365c2,reused,eda7db91676825e8a1a8279d9f538bbf97fbbd9affb13ef651d52a8e446a45be,eda7db91676825e8a1a8279d9f538bbf97fbbd9affb13ef651d52a8e446a45be,91fd13517198a1d361c3b165db0eb3c007532dc7640b240daa748e7269052c10,91fd13517198a1d361c3b165db0eb3c007532dc7640b240daa748e7269052c10,true
12,doc_60a7549b0fc0fbbd8285e0c5,chunk_c519fbe105ddb5d09cda5fc8,reused,b04ddb3cce7885c8e427a92eea7e31434c52932185ba42188b55f3a06fea872c,b04ddb3cce7885c8e427a92eea7e31434c52932185ba42188b55f3a06fea872c,0ce6b10a074eae9ee5202c80e30e74d07c6b71a0443be6c9b0080e523ce4576d,0ce6b10a074eae9ee5202c80e30e74d07c6b71a0443be6c9b0080e523ce4576d,true
13,doc_60a7549b0fc0fbbd8285e0c5,chunk_07b1510569c87d05df88bc08,reused,a543f35b07ff6c1856ba0d050d91fbc62ec2ff3f2a3a7ac9301af6a64144fd5d,a543f35b07ff6c1856ba0d050d91fbc62ec2ff3f2a3a7ac9301af6a64144fd5d,f5214552d4d19723d26c0d00ff38ec16641dcee1cb740a6227e88aa8cd766090,f5214552d4d19723d26c0d00ff38ec16641dcee1cb740a6227e88aa8cd766090,true
14,doc_60a7549b0fc0fbbd8285e0c5,chunk_b308008c6fa75ac920f77aba,reused,d04dc2538f527641ad3e1b74a41ee91b51c1ee5a364f738b159163edfe1b1097,d04dc2538f527641ad3e1b74a41ee91b51c1ee5a364f738b159163edfe1b1097,6a34a2f95d18e6f5d3a48713f6a95f4a89e881d0f2fe7a67a7277eaaa994f439,6a34a2f95d18e6f5d3a48713f6a95f4a89e881d0f2fe7a67a7277eaaa994f439,true
15,doc_60a7549b0fc0fbbd8285e0c5,chunk_839a5dccd9fc1bb5ec0c381a,reused,79e3527075cc3528b01729617992334ef5e09361b86c9b9f4f738aca7397ae95,79e3527075cc3528b01729617992334ef5e09361b86c9b9f4f738aca7397ae95,188e10025ea8163f2e113ec2177c77569643c7c4a56776e9c98cbbfd04b19abc,188e10025ea8163f2e113ec2177c77569643c7c4a56776e9c98cbbfd04b19abc,true
16,doc_60a7549b0fc0fbbd8285e0c5,chunk_eae88840f9cf19211c86063a,reused,8e35aa6b3359d6bd2707c60a915bfff5cd4affc7bfff26be256daa58233ec7e4,8e35aa6b3359d6bd2707c60a915bfff5cd4affc7bfff26be256daa58233ec7e4,cc02682a232993cfc74ad36d81bd5e6c2a286bebce1cf2dac19d30d53ab06a83,cc02682a232993cfc74ad36d81bd5e6c2a286bebce1cf2dac19d30d53ab06a83,true
17,doc_60a7549b0fc0fbbd8285e0c5,chunk_375b59404c61326fd6d6c6d8,reused,319bf5f0b2701f29abbb310199560d2f7dd28a02cd647814d3067b380e40c88d,319bf5f0b2701f29abbb310199560d2f7dd28a02cd647814d3067b380e40c88d,c9d16a5aea291668fba8ff9e4d9934cf302834794259e9a504a01c21ee066fd5,c9d16a5aea291668fba8ff9e4d9934cf302834794259e9a504a01c21ee066fd5,true
18,doc_60a7549b0fc0fbbd8285e0c5,chunk_140e50e88451f70d3f86fa84,reused,386e75f09e56779da9db18234872cb8c293c2d0964e30ed9938f9eea0dfd5d9d,386e75f09e56779da9db18234872cb8c293c2d0964e30ed9938f9eea0dfd5d9d,0052004898c71899d763d2e257ca5e59d03586015e1d465d9e43cab26ade0631,0052004898c71899d763d2e257ca5e59d03586015e1d465d9e43cab26ade0631,true
19,doc_60a7549b0fc0fbbd8285e0c5,chunk_dee40bce2581fee94703bf38,reused,80d06e68f43ca00b5626a38affa6df1d8d78e1d14c8ea3418f5ad862d88f62f1,80d06e68f43ca00b5626a38affa6df1d8d78e1d14c8ea3418f5ad862d88f62f1,f1a1ddaecc180dbf74071a2e7f6ccee207e926f27b43ad1b987ec797050f1af4,f1a1ddaecc180dbf74071a2e7f6ccee207e926f27b43ad1b987ec797050f1af4,true
20,doc_60a7549b0fc0fbbd8285e0c5,chunk_6b47663b6c0bc77c71c0f095,reused,4fa1447a3b3db6d1279a108b2cda1bfdb50caa87013d9f02429faa88542d14f8,4fa1447a3b3db6d1279a108b2cda1bfdb50caa87013d9f02429faa88542d14f8,02018ade335a9c818066e1b89961b1f1e5c5d5d3f621c30fd1e3c9467ddf20cc,02018ade335a9c818066e1b89961b1f1e5c5d5d3f621c30fd1e3c9467ddf20cc,true
21,doc_60a7549b0fc0fbbd8285e0c5,chunk_591033dc1c02ce5217b3b143,reused,7d3281a7a4ed4925d3500e7cffbbe20d47efb95e1fb9d31d804405dfce5c6b89,7d3281a7a4ed4925d3500e7cffbbe20d47efb95e1fb9d31d804405dfce5c6b89,9b2ff7fb2c866aa5e7ec3af272b9e516478ba78c96793de04af3fdf2f3c96ee3,9b2ff7fb2c866aa5e7ec3af272b9e516478ba78c96793de04af3fdf2f3c96ee3,true
22,doc_60a7549b0fc0fbbd8285e0c5,chunk_f2fcfc62dae7d760ce7fe1a7,reused,76cff24f2147d9ed3ab5328fea8a9bb8bff5cebd0ab715b5d12824453e48f7f4,76cff24f2147d9ed3ab5328fea8a9bb8bff5cebd0ab715b5d12824453e48f7f4,22f44b8ee7d205547be72e8cb4cc8b00f6ee7ca78986debfcf7443fce7fe5e71,22f44b8ee7d205547be72e8cb4cc8b00f6ee7ca78986debfcf7443fce7fe5e71,true
23,doc_60a7549b0fc0fbbd8285e0c5,chunk_3b45b7f05a6863c7f220302f,reused,d3a7f838f6bf6814344449d631937270ab563dd89555589ec738d46772f7612e,d3a7f838f6bf6814344449d631937270ab563dd89555589ec738d46772f7612e,937f1298b68d77261e8c820b2e95494d9a8ac704fa2f12e5813c55f7c83bda0d,937f1298b68d77261e8c820b2e95494d9a8ac704fa2f12e5813c55f7c83bda0d,true
24,doc_60a7549b0fc0fbbd8285e0c5,chunk_21ef14de8957348efacfbe25,reused,233424b7c58625a45f689587fbe799060af7e770b7947953df0f1594e606c416,233424b7c58625a45f689587fbe799060af7e770b7947953df0f1594e606c416,8c19f36999bc7eba84131277b299b6e9dcae7210b7e2a9ed1cee1f77e269dd68,8c19f36999bc7eba84131277b299b6e9dcae7210b7e2a9ed1cee1f77e269dd68,true
25,doc_60a7549b0fc0fbbd8285e0c5,chunk_bf57e3ffb611b0fb27245728,reused,8cdf631182ba5410ce566ce62181f89342c0c61127532ecbbe78f78ec998bc0d,8cdf631182ba5410ce566ce62181f89342c0c61127532ecbbe78f78ec998bc0d,06798f0c4f614eda1f3cefe638a685b08ce2926c31cc3497d32707761cc260b9,06798f0c4f614eda1f3cefe638a685b08ce2926c31cc3497d32707761cc260b9,true
26,doc_60a7549b0fc0fbbd8285e0c5,chunk_ef77083a4824463abb5a6eef,reused,3c9728a4e9118dccbd41e0650efe3e19fb1c4e23617155879fb889612b2707b6,3c9728a4e9118dccbd41e0650efe3e19fb1c4e23617155879fb889612b2707b6,58b67d030a6e359a08a9d417a675622ea5f210e997e08deed1977a279c62ca22,58b67d030a6e359a08a9d417a675622ea5f210e997e08deed1977a279c62ca22,true
27,doc_60a7549b0fc0fbbd8285e0c5,chunk_b289f103e162b6814f0b3ee1,reused,f1156da95606bfe2d6b1b68ce9251a476d53496ec50cae5574ab3294f99ea084,f1156da95606bfe2d6b1b68ce9251a476d53496ec50cae5574ab3294f99ea084,43c7738db9682d63422201d5c11f21c86a61116da1dfec895ec96116910f0f09,43c7738db9682d63422201d5c11f21c86a61116da1dfec895ec96116910f0f09,true
28,doc_60a7549b0fc0fbbd8285e0c5,chunk_3614a2688d18da286a98107b,reused,22e078f4a597f20f74b6483b85843a86a7344c94fbf76d08e018bfcb79bb6ffb,22e078f4a597f20f74b6483b85843a86a7344c94fbf76d08e018bfcb79bb6ffb,4c5c0c90f59653eead108920eb4d6643b7f555212fb017dd960263a90ecb76dd,4c5c0c90f59653eead108920eb4d6643b7f555212fb017dd960263a90ecb76dd,true
29,doc_60a7549b0fc0fbbd8285e0c5,chunk_8729eac583667ae0669ad0dd,reused,d686a3ef00b432ac2daf4b78c262578e32d0c51190842c1589a9bb934cf48462,d686a3ef00b432ac2daf4b78c262578e32d0c51190842c1589a9bb934cf48462,ca554b120824c0290f3247e2bd3a13958726c03b848bda8a5a6611aaec04063c,ca554b120824c0290f3247e2bd3a13958726c03b848bda8a5a6611aaec04063c,true
30,doc_60a7549b0fc0fbbd8285e0c5,chunk_411bc7f1cf856528f5f979c8,reused,6bc8d0248625e2154281df7377a0d84837da515373307e22317d381de4aa313a,6bc8d0248625e2154281df7377a0d84837da515373307e22317d381de4aa313a,c6ac4da56d3a843d06527378f285509c93c426f0bb29620ada190ea25e7c532d,c6ac4da56d3a843d06527378f285509c93c426f0bb29620ada190ea25e7c532d,true
31,doc_60a7549b0fc0fbbd8285e0c5,chunk_05d8fcd39d6964b1e84af087,reused,b3f60bc5c3cec45becff96f832aa4ab78f30b83ee347529f09ed9ab0a7d67857,b3f60bc5c3cec45becff96f832aa4ab78f30b83ee347529f09ed9ab0a7d67857,56a671683e291e6ba48ebc71b99d577727130db40bb6e30d29b9ba1cba9ca720,56a671683e291e6ba48ebc71b99d577727130db40bb6e30d29b9ba1cba9ca720,true
32,doc_60a7549b0fc0fbbd8285e0c5,chunk_9685ee6f0710f110b2595674,reused,085ba326b1180f57e65625cb16ace70b1695297f1e1caaad5635b07487efaefe,085ba326b1180f57e65625cb16ace70b1695297f1e1caaad5635b07487efaefe,8d614d1f77110ee02d2ac19e59c33a0221a9101705fbc8100e4f1dda5c50747d,8d614d1f77110ee02d2ac19e59c33a0221a9101705fbc8100e4f1dda5c50747d,true
33,doc_60a7549b0fc0fbbd8285e0c5,chunk_9be8f71ba6e8cda389ad590b,reused,c436c3e542b97413815f95ac9f6d52cf111fe039004c18d9229ea3f8f7110365,c436c3e542b97413815f95ac9f6d52cf111fe039004c18d9229ea3f8f7110365,db79a7efb179a64e9c93b31af1cdba17de0a505db5394f6ed6d3b53e8bc98ca4,db79a7efb179a64e9c93b31af1cdba17de0a505db5394f6ed6d3b53e8bc98ca4,true
34,doc_60a7549b0fc0fbbd8285e0c5,chunk_ae599765169a174c1c59ac94,reused,fc188897e6b0ca34b8f1204321a4eb9b178dda143c560d9222d1584fbd1f9abc,fc188897e6b0ca34b8f1204321a4eb9b178dda143c560d9222d1584fbd1f9abc,f18041a4cc256a688ec4034dd8044c2c7620969bee8194a6dd5d048cb5e8f29b,f18041a4cc256a688ec4034dd8044c2c7620969bee8194a6dd5d048cb5e8f29b,true
35,doc_60a7549b0fc0fbbd8285e0c5,chunk_310c441ee390bc63e613ed37,reused,a2b797cb7d1c20e594ab681fc78633e39684fbec45c714f25f9f79290f2fcf85,a2b797cb7d1c20e594ab681fc78633e39684fbec45c714f25f9f79290f2fcf85,6f026023b0d76c9033e79b8a26d25c3f0031b969d3dc0388feea6a0fad17501d,6f026023b0d76c9033e79b8a26d25c3f0031b969d3dc0388feea6a0fad17501d,true
36,doc_60a7549b0fc0fbbd8285e0c5,chunk_0ce261fa7feae88ea83b02a3,reused,c2da9ccd426569b07105170702b22ff60b533defa18a3265e4e6cd8b8255db31,c2da9ccd426569b07105170702b22ff60b533defa18a3265e4e6cd8b8255db31,529347f743ecf306e3d1aecd67d683d811e610ba0c02ecd0311c42285ca3f3cc,529347f743ecf306e3d1aecd67d683d811e610ba0c02ecd0311c42285ca3f3cc,true
37,doc_60a7549b0fc0fbbd8285e0c5,chunk_557becd65f1f4e2674c71f54,reused,4f295d76b2a72bceb26cb914c9c81e8f0ccb6a7bc69e58973fa688266c1afbaa,4f295d76b2a72bceb26cb914c9c81e8f0ccb6a7bc69e58973fa688266c1afbaa,1404dbd2d7874a321ca6ab66d614a5dc9464a0df156a30a172b1a3952c98e6f0,1404dbd2d7874a321ca6ab66d614a5dc9464a0df156a30a172b1a3952c98e6f0,true
38,doc_60a7549b0fc0fbbd8285e0c5,chunk_2c20e5156332933965586812,reused,efe517772a28a6d7d486f7d8764ee88d39209f701f7c05aaea6c873da72e63d0,efe517772a28a6d7d486f7d8764ee88d39209f701f7c05aaea6c873da72e63d0,6b9514af3af4ea0d9f1b48c1452a58d372d495a8f587599c3a41cb385aba677a,6b9514af3af4ea0d9f1b48c1452a58d372d495a8f587599c3a41cb385aba677a,true
39,doc_60a7549b0fc0fbbd8285e0c5,chunk_55ff2dc99b759d86d019757d,reused,ba73af788772834bc78bc6539fa73695df0f319ae0554b50546580afb5548041,ba73af788772834bc78bc6539fa73695df0f319ae0554b50546580afb5548041,07986fb9ff2052b79bf98aac86a02c39fd273b20c8d17d4fdba65923bebf57fa,07986fb9ff2052b79bf98aac86a02c39fd273b20c8d17d4fdba65923bebf57fa,true
40,doc_60a7549b0fc0fbbd8285e0c5,chunk_ac1159531ac8b40426bc48b5,reused,e5eb5138cc86b35b6eb14ac5e831e1c999519d036fe43ccb83a886e8533ff4b7,e5eb5138cc86b35b6eb14ac5e831e1c999519d036fe43ccb83a886e8533ff4b7,a55a7822c6380115bb8d17602274c98a6dae3de9417207c0eeccd3db991988e3,a55a7822c6380115bb8d17602274c98a6dae3de9417207c0eeccd3db991988e3,true
41,doc_60a7549b0fc0fbbd8285e0c5,chunk_138f5d31842d2aeab8a2523e,reused,17a7339bd92b5905d72aaf500756956753e969174bff7abd4b2ecc48ead210cc,17a7339bd92b5905d72aaf500756956753e969174bff7abd4b2ecc48ead210cc,8664393005aa235a7f5718b7c9a7bbba1ab9af50523dea6172e79d3041e94d36,8664393005aa235a7f5718b7c9a7bbba1ab9af50523dea6172e79d3041e94d36,true
42,doc_60a7549b0fc0fbbd8285e0c5,chunk_cb89dd88d19eb61a0f9b4de0,reused,e1fca4493e6a8f082cf9a53124c1e8dc51c307c5d562256344e2bb5489a1fcae,e1fca4493e6a8f082cf9a53124c1e8dc51c307c5d562256344e2bb5489a1fcae,2694497507ae92450b1333efd37b9932bc144c5b0f635700d8a0ea9193e6940f,2694497507ae92450b1333efd37b9932bc144c5b0f635700d8a0ea9193e6940f,true
43,doc_60a7549b0fc0fbbd8285e0c5,chunk_f7e8e7da66d4b49e20cd3766,reused,69fd607cd93ce2e605acf52f6daf24e32d3c963703c0368d7ed618f2a84ca94d,69fd607cd93ce2e605acf52f6daf24e32d3c963703c0368d7ed618f2a84ca94d,c2330488542925b99960c30f519c8c73a5a42dc970d54af6262de06190ee680a,c2330488542925b99960c30f519c8c73a5a42dc970d54af6262de06190ee680a,true
44,doc_60a7549b0fc0fbbd8285e0c5,chunk_37acc6126ab02676cd7b30f1,reused,698ee0a2ad438e8e704a7c5a5518a0b294ab46831a5d4e960eef080e6b77ca13,698ee0a2ad438e8e704a7c5a5518a0b294ab46831a5d4e960eef080e6b77ca13,59f973203728ab4de8da1d145b81764350afbea246ac9fb43f84280aeb4c3101,59f973203728ab4de8da1d145b81764350afbea246ac9fb43f84280aeb4c3101,true
45,doc_60a7549b0fc0fbbd8285e0c5,chunk_647bfc9a584c4b9db2e5f758,reused,d19fd543353da4fbfdfdd24387d313eb75f0a80cd8ef48a4d8456b8e4b0201fc,d19fd543353da4fbfdfdd24387d313eb75f0a80cd8ef48a4d8456b8e4b0201fc,216d9f0e0523d71dadfaf799963f28b87fa1839e7dfe37899a5cb585e4300fe7,216d9f0e0523d71dadfaf799963f28b87fa1839e7dfe37899a5cb585e4300fe7,true
46,doc_60a7549b0fc0fbbd8285e0c5,chunk_79f9093f730fdc2da53f6467,reused,7bee7f782691c97d997a72238411efb7f7373a6297a6a945ad9f250eb9cf9eed,7bee7f782691c97d997a72238411efb7f7373a6297a6a945ad9f250eb9cf9eed,0725bd623931f07c491e10c55ba86c9b4eb495ea30bb50c21590f22da2e2d39b,0725bd623931f07c491e10c55ba86c9b4eb495ea30bb50c21590f22da2e2d39b,true
47,doc_60a7549b0fc0fbbd8285e0c5,chunk_7f512adc3c0c7fa1e1e454b2,reused,0e46f2fb98834cc3cdde6a85b14e063c94f697e5b6a485e9767cafd3040cc398,0e46f2fb98834cc3cdde6a85b14e063c94f697e5b6a485e9767cafd3040cc398,287ebbb3d3c3718eb3cec476b7e47792a5e3112d12262de5e9cdaab9d979d1c1,287ebbb3d3c3718eb3cec476b7e47792a5e3112d12262de5e9cdaab9d979d1c1,true
48,doc_60a7549b0fc0fbbd8285e0c5,chunk_218d0767a800a6e780772a2c,reused,69d41066d2534c4680c7114153a83c923913c64b1a42e154f84e7e8c4049d7be,69d41066d2534c4680c7114153a83c923913c64b1a42e154f84e7e8c4049d7be,99b2c47bd415253c3057316d1477e2d73bc87c6965acab9f42ce9aff20c6fefb,99b2c47bd415253c3057316d1477e2d73bc87c6965acab9f42ce9aff20c6fefb,true
49,doc_60a7549b0fc0fbbd8285e0c5,chunk_3d8f050c49a1252575751004,reused,7582e138d5859945fd48f548d2fd6b641172bc64d9cc97999d4cdfbfa026355e,7582e138d5859945fd48f548d2fd6b641172bc64d9cc97999d4cdfbfa026355e,2ce725e2f28c7496a49b95e96ae776b075102da24e9c25fccb8a1620bd6b70a1,2ce725e2f28c7496a49b95e96ae776b075102da24e9c25fccb8a1620bd6b70a1,true
50,doc_60a7549b0fc0fbbd8285e0c5,chunk_09f650269f0093728808f268,reused,d72db6467bbd6649269b0df1c5ff0a33adb3c47f3940d7d81740b2703becac64,d72db6467bbd6649269b0df1c5ff0a33adb3c47f3940d7d81740b2703becac64,47dd70532da8c097007973d1437589f2c83db0721993f5337bf27f05beffc5b9,47dd70532da8c097007973d1437589f2c83db0721993f5337bf27f05beffc5b9,true
51,doc_60a7549b0fc0fbbd8285e0c5,chunk_a47b39d19c834bc0d1ecb1a9,reused,f5a9d84286ad413b1be0c20b24af802192c5f852e9cfa4773295b864174f0dfe,f5a9d84286ad413b1be0c20b24af802192c5f852e9cfa4773295b864174f0dfe,280723fc406e127387b8acaaa32db041bc55d9d2a78a531ec9ca062cdf9226e2,280723fc406e127387b8acaaa32db041bc55d9d2a78a531ec9ca062cdf9226e2,true
52,doc_60a7549b0fc0fbbd8285e0c5,chunk_5d119d8f47fea5918d40585f,reused,84e97c8a8315218495bcb148ceb3ae5f0913c95a8e4ab1f8d43951b0c434c121,84e97c8a8315218495bcb148ceb3ae5f0913c95a8e4ab1f8d43951b0c434c121,072f0f41ff308747c5567e71640dd1a2cce0fda4c2fa50e75acdac33d5186279,072f0f41ff308747c5567e71640dd1a2cce0fda4c2fa50e75acdac33d5186279,true
53,doc_60a7549b0fc0fbbd8285e0c5,chunk_b806a79015edc8e5ab7f47a7,reused,27673ca66e8ec3f9a0e5ff5bdc483281631049074d1caedfb7c1b1be8b54f4a1,27673ca66e8ec3f9a0e5ff5bdc483281631049074d1caedfb7c1b1be8b54f4a1,e194572c2f5f3bd5b36d96d715ff03c4c801ec20639f97c76bd307317283cec5,e194572c2f5f3bd5b36d96d715ff03c4c801ec20639f97c76bd307317283cec5,true
54,doc_60a7549b0fc0fbbd8285e0c5,chunk_c72ffea3e19bddf6e377f96d,reused,b1e90f3b5bf699c7be175c214b13fee886726b1a73b5d7082aad875d2492db31,b1e90f3b5bf699c7be175c214b13fee886726b1a73b5d7082aad875d2492db31,2716a35acdb4a5cc82d3436b35b8cf0b61313ac2fb96c89c1dafe94d76ee999d,2716a35acdb4a5cc82d3436b35b8cf0b61313ac2fb96c89c1dafe94d76ee999d,true
55,doc_60a7549b0fc0fbbd8285e0c5,chunk_9a61da9e1b457302dcec3af2,reused,bd129b31d593497abda912388079131c6d6493e9ce1831ba5aac22559e703657,bd129b31d593497abda912388079131c6d6493e9ce1831ba5aac22559e703657,7b63d51d1369f846166818a04f117678bf105ff4f14593f3ca3486b2dc6760a0,7b63d51d1369f846166818a04f117678bf105ff4f14593f3ca3486b2dc6760a0,true
56,doc_60a7549b0fc0fbbd8285e0c5,chunk_16e35107def88765c9dce962,reused,bff6294280fdef4b9ebd8a36a2cca9bbbbccba80b39a977cf24c6f34c0e15ef2,bff6294280fdef4b9ebd8a36a2cca9bbbbccba80b39a977cf24c6f34c0e15ef2,5bbf04aa3a8dfc1716df655154b44010a9d9a97e5666b8acf6e609c45670d215,5bbf04aa3a8dfc1716df655154b44010a9d9a97e5666b8acf6e609c45670d215,true
57,doc_60a7549b0fc0fbbd8285e0c5,chunk_6e0742b047cb05dbe1851f67,reused,bc696b2804db81a9e0df7ffe6c0aa6d2eaf664a4d07cbec4b72bf2c5e10826d9,bc696b2804db81a9e0df7ffe6c0aa6d2eaf664a4d07cbec4b72bf2c5e10826d9,0f031016cb828d2006c41ceef9abdcddf0b5215529d6060e1826973fdcb28b2d,0f031016cb828d2006c41ceef9abdcddf0b5215529d6060e1826973fdcb28b2d,true
58,doc_60a7549b0fc0fbbd8285e0c5,chunk_7c507cf02f20a8f190cf643e,reused,34fc267772784b960ba951333eb91a71055356c3e3e47e8a1614109da29ae231,34fc267772784b960ba951333eb91a71055356c3e3e47e8a1614109da29ae231,a2e7b6a41126f242b18ec83564d28d2c5cb620088e4cbb0fdd9290dd17455bb3,a2e7b6a41126f242b18ec83564d28d2c5cb620088e4cbb0fdd9290dd17455bb3,true
59,doc_60a7549b0fc0fbbd8285e0c5,chunk_c24f07ede13a969d5a39434f,reused,baab37f6f2e0e089e5116e2ef96a526049c3d3149c48a5c9b5e3627e9ce2ad57,baab37f6f2e0e089e5116e2ef96a526049c3d3149c48a5c9b5e3627e9ce2ad57,2948e1affa3d8879538a5142a53987dc9be36a53003c8d5ce70e8c213a044281,2948e1affa3d8879538a5142a53987dc9be36a53003c8d5ce70e8c213a044281,true
60,doc_60a7549b0fc0fbbd8285e0c5,chunk_f94c68ea3228dd96706b482f,reused,21bc8c0ae1315a03a2e5f6411919fc635df25062226c78f25a4b0244d14a6923,21bc8c0ae1315a03a2e5f6411919fc635df25062226c78f25a4b0244d14a6923,2aa8c10f169d49ae1402f44264f222c96258fa7197b7916f3d8bbbe129c17531,2aa8c10f169d49ae1402f44264f222c96258fa7197b7916f3d8bbbe129c17531,true
61,doc_60a7549b0fc0fbbd8285e0c5,chunk_6f8c43d474281d587fb43ba3,reused,6800e2b88cf6ccb4f8d91941aa944f970544d9c7b819bdd91c365fcae5a538de,6800e2b88cf6ccb4f8d91941aa944f970544d9c7b819bdd91c365fcae5a538de,8667f281138597e105ac0fe577e515175d7b45fffadaf200adfefec24e63c5bb,8667f281138597e105ac0fe577e515175d7b45fffadaf200adfefec24e63c5bb,true
